AQC00914000       21392R
USC00240739        1395R
USC00240743        1469R
USC00240755        2203R
USC00240770        1341R
USC00240775        2019R
USC00240780        1623R
USC00240801        1477R
USC00240802        1418R
USC00240819        1358R
USC00240923        1327Q
USC00241008        1137S
USC00241044        1971S
USC00241047        1619S
USC00241050        3226R
USC00241081        1194R
USC00241084        1438R
USC00241088        1300S
USC00241102        1231R
USC00241127        1397R
USC00241164        1470Q
USC00241169        1144R
USC00241231        1490S
USC00241297        1446S
USC00241320        1305Q
USC00241470        1154R
USC00241518        1582S
USC00241525        1327S
USC00241552        1653S
USC00241557        1486S
USC00241692        1106R
USC00241722        1312S
USC00241730        1274Q
USC00241737        1060R
USC00241758        1340S
USC00241840        1642Q
USC00241875        1168R
USC00241905        1463S
USC00241938        1489S
USC00241974        1191S
USC00241984        1244R
USC00241995        2480R
USC00242104        1982R
USC00242122        1363S
USC00242221        1542R
USC00242266        1155R
USC00242275        1062R
USC00242301        1323R
USC00242347        1488R
USC00242409        1167S
USC00242421        1157R
USC00242438        1175S
USC00242550        1142Q
USC00242629        2514Q
USC00242689        1681S
USC00242738        1569Q
USC00242793        1336S
USC00242820        1108R
USC00242827        1508S
USC00242857        1240S
USC00242996        1785R
USC00243013        1318R
USC00243089        1191R
USC00243098        1473S
USC00243110        1298R
USC00243113        1320R
USC00243139        1549R
USC00243157        1135R
USC00243176        1195S
USC00243346        1279S
USC00243366        2221R
USC00243378        1002R
USC00243445        1632R
USC00243486        1549R
USC00243489        1610R
USC00243530        1113R
USC00243554        1242R
USC00243556        1351Q
USC00243570         904S
USC00243581        1355R
USC00243617        1417S
USC00243707        1043S
USC00243727        1656S
USC00243749        1398Q
USC00243753        1463R
USC00243885        1313R
USC00243915        1203R
USC00243929        1161R
USC00243934        1344Q
USC00243939        1343R
USC00243984        3070Q
USC00244038        2803R
USC00244084        3374S
USC00244174        1024S
USC00244180        1530R
USC00244181        1227Q
USC00244193        1433Q
USC00244241        1316S
USC00244328        3294R
USC00244345        1376R
USC00244358        1361R
USC00244364        1400S
USC00244386        1242S
USC00244447        1179R
USC00244506        1420R
USC00244512        1033R
USC00244522        1283R
USC00244530        1243R
USC00244538        1469R
USC00244545        1541R
USC00244558        1699S
USC00244560        1714Q
USC00244715        1570S
USC00244820        1803R
USC00244894        1412R
USC00244954        1680S
USC00244978        2352S
USC00245011        1709R
USC00245015        1840R
USC00245020        2262S
USC00245030        1126R
USC00245040        1806R
USC00245043        2430S
USC00245045        1387R
USC00245080        1617S
USC00245153        1244S
USC00245285        1402R
USC00245303        1401S
USC00245334        1301Q
USC00245338        1215R
USC00245340        1218R
USC00245387        1320S
USC00245533        1789R
USC00245572        1283R
USC00245596        1495S
USC00245603        1786S
USC00245608        1404R
USC00245668        1263S
USC00245712        1869R
USC00245735        1732S
USC00245740        1424Q
USC00245754        1364S
USC00245761        1541S
USC00245811        1338R
USC00245870        1269R
USC00245872        1339R
USC00245961        2480S
USC00245983        1275Q
USC00246008        2217R
USC00246157        1695R
USC00246190        1805R
USC00246218        2181R
USC00246236        1328R
USC00246238        1147S
USC00246304        1232R
USC00246472        1531R
USC00246580        1763Q
USC00246586        1324R
USC00246601        1462R
USC00246615        1945R
USC00246618        2068Q
USC00246635        1572R
USC00246640        1553S
USC00246647        1389R
USC00246655        1828R
USC00246672        1132R
USC00246685        1515R
USC00246691        1391R
USC00246700        1164C
USC00246747        1550R
USC00246862        1445R
USC00246893        1399R
USC00246902        1981S
USC00246918        2226R
USC00246927        1287R
USC00247023        1345Q
USC00247034        1421R
USC00247128        1350C
USC00247136        1167R
USC00247159        1661R
USC00247214        1415R
USC00247220        1425Q
USC00247228        1349R
USC00247234        1363R
USC00247247        1151Q
USC00247248        1115Q
USC00247261        1526Q
USC00247263        1283R
USC00247265        1177R
USC00247286        1684R
USC00247292        2609R
USC00247318        1880R
USC00247342        1471Q
USC00247382        1415S
USC00247425        1251R
USC00247448        2019S
USC00247500        1205R
USC00247540        2607R
USC00247560        1432S
USC00247618        1240R
USC00247620        1105S
USC00247740        1487S
USC00247800        1413S
USC00247864        1675R
USC00247894        1241S
USC00247964        1617S
USC00247967        1793Q
USC00247996        1387R
USC00248021        1295R
USC00248087        2675Q
USC00248165        1198R
USC00248169        1373S
USC00248211        2224S
USC00248233        1018R
USC00248324        1040S
USC00248363        1370R
USC00248380        2787R
USC00248390        2439R
USC00248415        1176R
USC00248430        1009S
USC00248498        1383R
USC00248501        1220S
USC00248569        1385R
USC00248597        1530R
USC00248693        1742R
USC00248732        1469S
USC00248777        1398Q
USC00248783        1135R
USC00248809        2915S
USC00248857        2284Q
USC00248902        2055R
USC00248930        1299R
USC00248939        1157S
USC00248941        1234Q
USC00248957        1453R
USC00249023        2015S
USC00249033        1572R
USC00249048        1455Q
USC00249067        1230R
USC00249082        1192S
USC00249103        1321R
USC00249175        1573R
USC00249187        2253Q
USC00249240        1715S
USC00249900        1718Q
USC00250030        1437R
USC00250050        2334S
USC00250070        2785R
USC00250130        1548R
USC00250245        2493S
USC00250320        2525S
USC00250355        2301R
USC00250365        1938S
USC00250375        3088S
USC00250420        2478R
USC00250427        2518R
USC00250435        3168S
USC00250445        3096R
USC00250520        3318R
USC00250525        2731R
USC00250622        3116R
USC00250640        2431S
USC00250680        3022R
USC00250734        2780Q
USC00250760        1975S
USC00250770        3484R
USC00250781        3156S
USC00250810        2445S
USC00250865        1703R
USC00250930        3169R
USC00250945        2803S
USC00250961        2807S
USC00251052        2957R
USC00251065        2820S
USC00251130        2415R
USC00251145        1778S
USC00251149        1692Q
USC00251189        1662Q
USC00251200        2329R
USC00251240        2972S
USC00251345        2563S
USC00251361        1678Q
USC00251365        2563S
USC00251415        2249R
USC00251450        2344R
USC00251560        2878S
USC00251578        1881Q
USC00251590        2650R
USC00251602        1888Q
USC00251660        2963R
USC00251680        2750S
USC00251684        2878R
USC00251696        2601R
USC00251825        2919S
USC00251835        2448R
USC00251973        2023R
USC00251990        2763R
USC00252000        1784R
USC00252020        2946R
USC00252037        2921R
USC00252065        2235S
USC00252100        2159R
USC00252145        1977S
USC00252166        2497Q
USC00252205        2986S
USC00252306        2735R
USC00252380        3021S
USC00252560        2387Q
USC00252595        2756S
USC00252645        1530S
USC00252646        1950R
USC00252647        1823R
USC00252680        2669S
USC00252690        2343S
USC00252706        2958R
USC00252715        2963R
USC00252741        1932R
USC00252770        2713R
USC00252790        2366C
USC00252805        2683R
USC00252820        3238S
USC00252840        2842S
USC00252935        3220R
USC00253015        1674Q
USC00253037        2623R
USC00253050        3003S
USC00253065        2927C
USC00253075        2768R
USC00253165        2721R
USC00253175        2927R
USC00253185        2882C
USC00253355        1935R
USC00253365        2371S
USC00253425        2691R
USC00253461        2840S
USC00253467        3364R
USC00253478        2354Q
USC00253485        2657R
USC00253515        1865S
USC00253524        3010R
USC00253581        3191R
USC00253589        2760S
USC00253595        2449R
USC00253605        1620S
USC00253615        1710R
USC00253617        1944Q
USC00253618        1610Q
USC00253630        2815R
USC00253660        2799S
USC00253710        1859R
USC00253715        1723R
USC00253735        3139R
USC00253755        1644S
USC00253810        1989R
USC00253825        3246S
USC00253910        2700S
USC00253950        2926R
USC00254035        2917S
USC00254043        3015S
USC00254052        2956Q
USC00254100        1970R
USC00254101        1958Q
USC00254110        2022R
USC00254335        2523S
USC00254432        2129Q
USC00254440        1690S
USC00254455        1928S
USC00254604        1774R
USC00254655        2969R
USC00254755        1910Q
USC00254865        1837R
USC00254900        1872S
USC00254903        1898R
USC00254945        2667R
USC00254985        2709R
USC00254986        2656R
USC00255040        2517R
USC00255050        3107S
USC00255080        2876R
USC00255090        2071R
USC00255105        2943S
USC00255250        2639S
USC00255269        2044R
USC00255311        2086S
USC00255312        2138R
USC00255362        2939R
USC00255370        2727R
USC00255388        2200R
USC00255470        1911R
USC00255525        2182R
USC00255565        2622S
USC00255590        1305R
USC00255655        2267R
USC00255700        2113R
USC00255702        2328R
USC00255780        2489S
USC00255810        3366S
USC00255830        2745S
USC00255840        2782S
USC00255895        2911R
USC00255925        2593S
USC00255960        2411R
USC00255997        2943R
USC00256018        2972R
USC00256040        2570R
USC00256075        2080S
USC00256135        2773C
USC00256167        2318R
USC00256200        2037R
USC00256290        2525R
USC00256325        2727R
USC00256328        2704Q
USC00256336        2556S
USC00256365        2457S
USC00256375        2889S
USC00256385        1770S
USC00256390        1961S
USC00256395        2672R
USC00256439        2505R
USC00256454        2425R
USC00256480        2152S
USC00256534        3256Q
USC00256552        1902R
USC00256570        3247R
USC00256585        2035R
USC00256720        2890R
USC00256735        2884R
USC00256761        2986R
USC00256765        1710Q
